step,epoch,d_loss,g_loss,d_real_acc,d_fake_acc
1,1,1.3742999037106831,3.8165336648623147,0.62109375,0.68359375
2,2,2.483009397983551,5.520681023597717,0.2747395833333333,0.4231770833333333
3,3,2.2968242367108664,7.517244100570679,0.28125,0.49609375
4,4,1.2667546073595684,9.428843776384989,0.6158854166666666,0.7747395833333334
5,5,1.0602854192256927,10.851920286814371,0.7552083333333334,0.7799479166666666
6,6,1.319632927576701,11.55679718653361,0.61328125,0.7669270833333334
